data_provider,region,lat,lon,severity,year,month,day,season,hour,minute,second,am,bacteria_counts,log_density,log_distance_to_water_m
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.98,-78.79640887,2,2018,10,25,fall,0,1,0,1,20K - <100K,10.28045030017158,6.634633357861686
California_Environmental_Data_Exchange_Network,west,37.3978,-120.96,3,2014,12,3,winter,20,20,0,0,100K - <1M,13.361036911844845,6.53813982376767
EPA_Central_Data_Exchange,midwest,47.62155,-89.463167,1,2016,4,17,spring,0,1,0,1,<20K,5.093750200806762,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.70629478,-79.16302753,1,2016,5,25,spring,0,1,0,1,<20K,8.561784074744113,6.169610732491456
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.67137631,-79.2278848,1,2015,4,22,spring,0,1,0,1,<20K,5.988961416889864,6.386879319362645
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.98,-78.82921903,3,2020,11,17,fall,0,1,0,1,100K - <1M,12.429544143064144,6.815639990074331
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.87017629,-78.83916151,1,2018,2,21,winter,0,1,0,1,<20K,8.091933455979893,4.709530201312334
California_Environmental_Data_Exchange_Network,west,34.9454,-120.417,4,2019,5,21,spring,23,15,0,0,1M - <10M,15.31791989763985,6.9874902470009905
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68758466,-79.19777956,1,2021,4,28,spring,0,1,0,1,<20K,6.875232087276577,6.51025834052315
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.70038632,-79.17400186,1,2013,7,30,summer,0,1,0,1,<20K,8.784927626058323,5.14166355650266
Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.9695,-94.7582,3,2021,10,11,fall,0,1,0,1,100K - <1M,12.209676145119797,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.7228225,-79.13232909,1,2013,5,16,spring,0,1,0,1,<20K,8.954802752850968,6.839476438228843
Connecticut_State_Department_of_Public_Health,northeast,41.80086,-73.24929,1,2020,8,25,summer,15,5,0,0,<20K,8.783855896643942,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.055,-78.763,2,2013,1,14,winter,0,1,0,1,20K - <100K,10.016146370675067,0.0
California_Environmental_Data_Exchange_Network,west,34.446,-119.876,3,2018,9,25,fall,17,30,0,0,100K - <1M,13.655928488139809,6.638567789166521
Pennsylvania_Department_of_Environmental_Protection,northeast,41.3326,-75.88683,3,2021,8,19,summer,15,48,0,0,100K - <1M,12.365922766925607,0.0
EPA_Central_Data_Exchange,northeast,43.596667,-78.801667,1,2014,4,25,spring,0,1,0,1,<20K,5.375278407684165,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.976,-78.74893355,1,2015,9,22,fall,0,1,0,1,<20K,8.079308192051961,7.176254532017144
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.8639339,-78.78920057,1,2015,3,24,spring,0,1,0,1,<20K,7.37650812632622,7.4949862339505335
California_Environmental_Data_Exchange_Network,west,36.7254,-121.73,4,2019,1,18,winter,20,18,0,0,1M - <10M,15.43786469566492,7.023758954738443
California_Environmental_Data_Exchange_Network,west,36.6291,-121.688,4,2018,4,25,spring,17,46,0,0,1M - <10M,15.236810028282855,4.605170185988092
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.01,-78.96294531,1,2018,8,22,summer,0,1,0,1,<20K,8.201385955238608,7.238496840894365
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.86256741,-78.77826385,2,2014,6,23,summer,0,1,0,1,20K - <100K,10.775659193770734,7.323170717943469
Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.20984,-96.96101,1,2013,9,3,fall,0,1,0,1,<20K,9.84357829978222,2.1972245773362196
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.70565603,-79.16421395,1,2016,8,10,summer,0,1,0,1,<20K,7.503840746698951,6.440946540632921
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.66216763,-79.24498893,1,2019,9,4,fall,0,1,0,1,<20K,8.38548870041881,4.948759890378168
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.055,-78.763,1,2014,4,22,spring,0,1,0,1,<20K,8.37793112408273,0.0
California_Environmental_Data_Exchange_Network,west,38.2104,-121.262,4,2017,2,28,winter,15,20,0,0,1M - <10M,15.266135606125726,6.586171654854675
California_Environmental_Data_Exchange_Network,west,38.1688,-121.47,4,2021,8,11,summer,18,25,0,0,1M - <10M,15.28223216819678,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.69559568,-79.18289996,1,2015,12,7,winter,0,1,0,1,<20K,8.345692873253865,5.872117789475416
California_Environmental_Data_Exchange_Network,west,36.9425,-121.445,4,2021,9,28,fall,15,30,0,0,1M - <10M,14.924897919800342,5.823045895483019
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.17,-79.05555825,2,2020,6,23,summer,0,1,0,1,20K - <100K,10.376050404176787,6.295266001439646
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.31,-79.11537326,2,2020,6,1,summer,0,1,0,1,20K - <100K,9.949846191514146,6.008813185442595
Pennsylvania_Department_of_Environmental_Protection,northeast,40.48477,-78.27506,2,2021,11,8,fall,15,35,0,0,20K - <100K,11.077006304003246,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.02,-76.31,3,2017,7,19,summer,0,1,0,1,100K - <1M,13.187885164976981,0.0
California_Environmental_Data_Exchange_Network,west,37.6667,-120.898,4,2018,11,7,fall,16,50,0,0,1M - <10M,15.61347010028808,6.666956792429207
California_Environmental_Data_Exchange_Network,west,35.1117,-118.615,4,2015,9,15,fall,16,0,0,0,1M - <10M,14.595752445375153,3.828641396489095
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.63911932,-79.28779868,2,2014,11,25,fall,0,1,0,1,20K - <100K,11.199939259654329,6.293419278846481
EPA_Central_Data_Exchange,northeast,42.416667,-79.8,1,2016,8,12,summer,0,1,0,1,<20K,9.667132107249687,0.0
EPA_Central_Data_Exchange,northeast,43.516667,-79.08,1,2016,4,8,spring,0,1,0,1,<20K,4.68213122712422,0.0
Indiana_State_Department_of_Health,midwest,41.33056393,-85.38360833,3,2021,8,17,summer,19,0,0,0,100K - <1M,11.706384766174638,0.0
EPA_Central_Data_Exchange,midwest,41.95,-82.686667,1,2016,4,4,spring,0,1,0,1,<20K,9.02304647355567,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.6677301,-79.23465724,1,2016,9,20,fall,0,1,0,1,<20K,8.607764889600624,5.521460917862246
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.742,-79.20355319,1,2015,5,20,spring,0,1,0,1,<20K,5.575949103146316,5.966146739123692
EPA_National_Aquatic_Research_Survey,midwest,47.47517,-88.00176,3,2017,7,18,summer,0,1,0,1,100K - <1M,12.19763212434057,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68225,-79.07802,3,2014,10,8,fall,0,1,0,1,100K - <1M,13.097998960951713,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.6992685,-79.17607808,1,2014,4,14,spring,0,1,0,1,<20K,9.169934957341145,5.655991810819852
EPA_Central_Data_Exchange,midwest,47.370167,-90.851833,1,2016,4,18,spring,0,1,0,1,<20K,6.327936783729195,0.0
California_Environmental_Data_Exchange_Network,west,38.785,-121.653,4,2014,8,19,summer,19,25,0,0,1M - <10M,15.596377586025906,4.189654742026425
New_Mexico_Environment_Department,west,36.1856,-104.8038,1,2016,5,3,spring,0,1,0,1,<20K,8.106212902619962,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.72295557,-79.13208192,1,2018,8,27,summer,0,1,0,1,<20K,6.182084906716632,6.824373670043086
EPA_Central_Data_Exchange,midwest,42.733333,-87.416667,1,2019,4,3,spring,0,1,0,1,<20K,6.455198563340122,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.045,-79.09164499,1,2013,6,27,summer,0,1,0,1,<20K,8.764990330169104,6.2878585601617845
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.11,-78.90602465,1,2018,8,27,summer,0,1,0,1,<20K,8.08825472712243,6.561030665896573
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.03,-78.72,1,2019,3,20,spring,0,1,0,1,<20K,9.076923258535832,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.61133,-78.97810759,1,2016,7,22,summer,0,1,0,1,<20K,7.280697195384741,6.19644412779452
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68836,-78.6997183,3,2016,8,31,summer,0,1,0,1,100K - <1M,11.68882645396126,0.0
Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.51613412,-95.70697032,3,2016,7,18,summer,0,1,0,1,100K - <1M,13.479226303673276,0.0
Indiana_State_Department_of_Health,midwest,41.702596,-85.022696,3,2020,7,6,summer,14,0,0,0,100K - <1M,11.867672551786033,3.332204510175204
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.65913356,-79.25062439,1,2021,5,24,spring,0,1,0,1,<20K,6.769641976852503,6.3818160174060985
EPA_National_Aquatic_Research_Survey,south,34.53937,-92.27375,3,2017,6,7,summer,0,1,0,1,100K - <1M,11.846801477172667,3.6375861597263857
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.98,-78.8326989,1,2021,4,20,spring,0,1,0,1,<20K,9.08704215563169,6.415096959171596
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.028,-78.716,2,2013,2,27,winter,0,1,0,1,20K - <100K,10.012386799492118,0.0
US_Army_Corps_of_Engineers,midwest,40.954436,-81.12694,1,2020,10,7,fall,15,30,0,0,<20K,5.4680601411351315,5.25227342804663
US_Army_Corps_of_Engineers,northeast,42.027378,-78.967089,2,2019,10,25,fall,14,4,0,0,20K - <100K,11.477868073154825,0.0
California_Environmental_Data_Exchange_Network,west,33.4742,-117.138,4,2016,5,18,spring,17,43,0,0,1M - <10M,14.469006932894427,5.811140992976701
Connecticut_State_Department_of_Public_Health,northeast,41.493,-71.979,2,2019,8,1,summer,19,0,0,0,20K - <100K,11.366117759398229,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.71499778,-79.14686265,1,2016,7,27,summer,0,1,0,1,<20K,9.252920819511301,6.289715570908998
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.86700851,-78.8138082,1,2016,6,7,summer,0,1,0,1,<20K,9.849981285012987,5.8805329864007
Delaware_National_Resources_and_the_University_of_Delaware's_Citizen_Monitoring_Program,south,38.76050002,-75.20283333,1,2020,11,11,fall,16,40,0,0,<20K,9.328123407632566,4.127134385045092
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.48,-76.82,1,2018,5,3,spring,0,1,0,1,<20K,8.929567707825337,0.0
Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.99841,-95.747367,3,2018,7,2,summer,0,1,0,1,100K - <1M,13.173151544236434,2.1972245773362196
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.35,-79.11384081,1,2019,11,20,fall,0,1,0,1,<20K,9.583488878607804,7.01571242048723
Connecticut_State_Department_of_Public_Health,northeast,41.707665,-73.382964,2,2017,8,17,summer,14,45,0,0,20K - <100K,10.948382558698249,0.0
US_Army_Corps_of_Engineers,south,39.264159,-79.951664,1,2017,7,25,summer,16,0,0,0,<20K,5.062595033026967,0.0
California_Environmental_Data_Exchange_Network,west,37.2583,-120.475,4,2017,8,15,summer,18,30,0,0,1M - <10M,15.565971703967788,6.900730664045173
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.88377911,-78.9480316,1,2017,5,17,spring,0,1,0,1,<20K,8.156223323194624,5.673323267171493
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.8968229,-79.05242758,2,2015,10,12,fall,0,1,0,1,20K - <100K,11.123919164525333,7.555905093611346
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.6630193,-79.24340704,1,2019,5,16,spring,0,1,0,1,<20K,9.064157861798101,5.424950017481403
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.90567405,-79.12326771,2,2019,11,14,fall,0,1,0,1,20K - <100K,10.969766025505304,4.969813299576001
California_Environmental_Data_Exchange_Network,west,37.8817,-121.249,4,2018,7,17,summer,16,40,0,0,1M - <10M,15.459222932534306,6.669498089857879
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68332631,-79.20568898,1,2015,10,12,fall,0,1,0,1,<20K,9.321076413570848,7.023758954738443
EPA_Central_Data_Exchange,midwest,43.056389,-86.646389,1,2014,4,18,spring,0,1,0,1,<20K,6.037870919922137,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.63108168,-79.30272772,2,2015,7,7,summer,0,1,0,1,20K - <100K,10.999964229073816,6.961296045910167
Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.21155,-97.00559,4,2016,8,1,summer,0,1,0,1,1M - <10M,14.152107786773637,3.258096538021482
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.17911,-79.05363033,2,2013,5,30,spring,0,1,0,1,20K - <100K,9.95769160654964,5.572154032177765
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.48,-76.82,3,2018,11,29,fall,0,1,0,1,100K - <1M,12.275845879122066,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.17,-79.05595372,1,2020,8,25,summer,0,1,0,1,<20K,9.364948090202622,6.2878585601617845
California_Environmental_Data_Exchange_Network,west,39.1853,-121.704,4,2014,7,16,summer,17,25,0,0,1M - <10M,15.809394211282463,7.349873704738337
Indiana_State_Department_of_Health,midwest,40.72010333,-85.1058325,1,2021,6,21,summer,23,30,0,0,<20K,7.00669522683704,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.62908558,-79.30643526,1,2015,1,27,winter,0,1,0,1,<20K,7.484368643286131,6.6052979209482015
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.6809576,-79.2100886,1,2017,2,14,winter,0,1,0,1,<20K,6.364750756851911,7.01211529430638
California_Environmental_Data_Exchange_Network,west,37.4125,-120.759,4,2013,4,2,spring,23,10,0,0,1M - <10M,14.47852785824865,6.063785208687608
California_Environmental_Data_Exchange_Network,west,34.4168,-119.544,4,2021,1,28,winter,17,30,0,0,1M - <10M,15.652084042982121,7.167809184316444
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.64607,-79.02657715,2,2016,7,13,summer,0,1,0,1,20K - <100K,10.4589518779205,6.710523109452428
US_Army_Corps_of_Engineers,northeast,41.497974,-80.458755,2,2016,8,24,summer,18,25,0,0,20K - <100K,10.000841097792039,5.429345628954441
California_Environmental_Data_Exchange_Network,west,33.2549,-117.295,4,2013,2,9,winter,20,54,0,0,1M - <10M,15.134395614521573,5.924255797414532
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.976,-78.72010038,1,2013,11,12,fall,0,1,0,1,<20K,6.9440872082295275,6.467698726104354
New_Mexico_Environment_Department,west,36.0397,-106.8478,1,2014,9,22,fall,0,1,0,1,<20K,8.479491324232226,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.67568789,-79.21987651,2,2020,1,9,winter,0,1,0,1,20K - <100K,10.282779786340269,6.021023349349527
Indiana_State_Department_of_Health,midwest,38.78199034,-85.69828611,3,2021,8,24,summer,17,0,0,0,100K - <1M,13.442958813434723,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.65120238,-79.26535569,1,2016,1,27,winter,0,1,0,1,<20K,6.811244378601294,6.246106765481563
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.64477,-80.254,3,2016,6,8,summer,0,1,0,1,100K - <1M,12.60590860634232,0.0
California_Environmental_Data_Exchange_Network,west,32.8397,-117.024,4,2014,5,8,spring,13,38,0,0,1M - <10M,14.971447913251653,6.805722553416985
California_Environmental_Data_Exchange_Network,west,37.2953,-120.85,4,2017,8,8,summer,17,50,0,0,1M - <10M,15.433412548810503,2.1972245773362196
EPA_Central_Data_Exchange,midwest,45.136667,-82.983333,1,2016,3,29,spring,0,1,0,1,<20K,5.176149732573829,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68327308,-79.20578785,1,2015,11,12,fall,0,1,0,1,<20K,8.667163717992533,7.0317412587631285
California_Environmental_Data_Exchange_Network,west,36.9767,-121.51,4,2018,4,23,spring,18,40,0,0,1M - <10M,15.638445644660779,6.587550014824796
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.86958621,-78.83443883,1,2017,9,20,fall,0,1,0,1,<20K,9.583488878607804,5.278114659230517
Pennsylvania_Department_of_Environmental_Protection,northeast,40.32301,-79.47356,3,2021,8,25,summer,13,45,0,0,100K - <1M,11.957611286231675,0.0
Delaware_National_Resources_and_the_University_of_Delaware's_Citizen_Monitoring_Program,south,38.70408332,-75.07568333,2,2019,7,24,summer,13,44,0,0,20K - <100K,10.893010158616534,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.86477243,-78.79591174,1,2015,7,7,summer,0,1,0,1,<20K,7.1631723908466425,7.085064293952548
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.87853053,-78.90602465,1,2015,5,6,spring,0,1,0,1,<20K,8.954802752850968,6.778784897685177
EPA_Central_Data_Exchange,midwest,43.133333,-87.0,1,2017,3,27,spring,0,1,0,1,<20K,5.605802066295998,0.0
California_Environmental_Data_Exchange_Network,west,37.6003,-121.224,4,2019,8,13,summer,15,45,0,0,1M - <10M,15.652482370013876,7.174724309836376
California_Environmental_Data_Exchange_Network,west,34.4384,-119.906,4,2020,4,22,spring,18,15,0,0,1M - <10M,15.498198932137967,5.332718793265369
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.70876995,-79.15843018,1,2021,6,15,summer,0,1,0,1,<20K,7.202661196523238,3.332204510175204
US_Army_Corps_of_Engineers,northeast,41.309434,-80.461686,3,2015,8,5,summer,15,10,0,0,100K - <1M,12.182670949348555,0.0
California_Environmental_Data_Exchange_Network,west,38.3068,-121.693,4,2019,12,4,winter,19,45,0,0,1M - <10M,15.42844235965263,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,34.941,-79.10232271,3,2016,8,16,summer,0,1,0,1,100K - <1M,11.66291320606525,6.261491684321042
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.85853004,-78.74595081,2,2018,8,9,summer,0,1,0,1,20K - <100K,10.538979136857908,6.773080375655535
California_Environmental_Data_Exchange_Network,west,37.2583,-120.475,4,2016,4,12,spring,22,0,0,0,1M - <10M,15.659329602911335,6.900730664045173
Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.31806,-96.99139,3,2017,8,28,summer,0,1,0,1,100K - <1M,12.568212628899964,0.0
California_Environmental_Data_Exchange_Network,west,33.0426,-117.076,4,2015,1,8,winter,16,58,0,0,1M - <10M,15.22832512889356,5.272999558563747
US_Army_Corps_of_Engineers,northeast,41.890646,-78.925275,1,2017,6,15,summer,18,40,0,0,<20K,7.189922170745808,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.69921527,-79.17617695,1,2014,5,5,spring,0,1,0,1,<20K,9.338381721857067,5.598421958998375
