uid,data_provider,region,lat,lon,date,time,abun,severity,distance_to_water_m,month,season,is_near_water,abundance_class
afhn,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.67137631,-79.2278848,2015-04-22,0:01:00,0.399,1,594.0,4,Spring,False,Low
afhu,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.98,-78.82921903,2020-11-17,0:01:00,250.082,3,912.0,11,Autumn,False,Moderate
afhv,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.87017629,-78.83916151,2018-02-21,0:01:00,3.268,1,111.0,2,Winter,False,Low
afhy,California_Environmental_Data_Exchange_Network,west,34.9454,-120.417,2019-05-21,23:15:00,4492.5,4,1083.0,5,Spring,False,High
afip,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68758466,-79.19777956,2021-04-28,0:01:00,0.968,1,672.0,4,Spring,False,Low
afiq,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.70038632,-79.17400186,2013-07-30,0:01:00,6.535,1,171.0,7,Summer,False,Low
afix,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.9695,-94.7582,2021-10-11,0:01:00,200.722,3,0.0,10,Autumn,True,Moderate
afjc,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.7228225,-79.13232909,2013-05-16,0:01:00,7.745,1,934.0,5,Spring,False,Low
afje,Connecticut_State_Department_of_Public_Health,northeast,41.80086,-73.24929,2020-08-25,15:05:00,6.5286,1,0.0,8,Summer,True,Low
afjf,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.055,-78.763,2013-01-14,0:01:00,22.385,2,0.0,1,Winter,True,Low
afjv,California_Environmental_Data_Exchange_Network,west,34.446,-119.876,2018-09-25,17:30:00,852.5,3,764.0,9,Autumn,False,Moderate
afke,Pennsylvania_Department_of_Environmental_Protection,northeast,41.3326,-75.88683,2021-08-19,15:48:00,234.667,3,0.0,8,Summer,True,Moderate
aflh,EPA_Central_Data_Exchange,northeast,43.596667,-78.801667,2014-04-25,0:01:00,0.216766288,1,0.0,4,Spring,True,Low
afnd,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.976,-78.74893355,2015-09-22,0:01:00,3.227,1,1308.0,9,Autumn,False,Low
afos,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.8639339,-78.78920057,2015-03-24,0:01:00,1.598,1,1799.0,3,Spring,False,Low
afpq,California_Environmental_Data_Exchange_Network,west,36.7254,-121.73,2019-01-18,20:18:00,5065.0,4,1123.0,1,Winter,False,High
afpw,California_Environmental_Data_Exchange_Network,west,36.6291,-121.688,2018-04-25,17:46:00,4142.5,4,100.0,4,Spring,False,High
afsc,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.01,-78.96294531,2018-08-22,0:01:00,3.646,1,1392.0,8,Summer,False,Low
afsi,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.86256741,-78.77826385,2014-06-23,0:01:00,47.842,2,1515.0,6,Summer,False,Low
afuh,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.20984,-96.96101,2013-09-03,0:01:00,18.837,1,9.0,9,Autumn,True,Low
afum,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.70565603,-79.16421395,2016-08-10,0:01:00,1.815,1,627.0,8,Summer,False,Low
afvi,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.66216763,-79.24498893,2019-09-04,0:01:00,4.383,1,141.0,9,Autumn,False,Low
afvu,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.055,-78.763,2014-04-22,0:01:00,4.35,1,0.0,4,Spring,True,Low
afwi,California_Environmental_Data_Exchange_Network,west,38.2104,-121.262,2017-02-28,15:20:00,4265.78,4,725.0,2,Winter,False,High
afyc,California_Environmental_Data_Exchange_Network,west,38.1688,-121.47,2021-08-11,18:25:00,4335.0,4,0.0,8,Summer,True,High
afzm,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.69559568,-79.18289996,2015-12-07,0:01:00,4.212,1,355.0,12,Winter,False,Low
agbg,California_Environmental_Data_Exchange_Network,west,36.9425,-121.445,2021-09-28,15:30:00,3032.5,4,338.0,9,Autumn,False,High
agbl,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.17,-79.05555825,2020-06-23,0:01:00,32.082,2,542.0,6,Summer,False,Low
agca,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.31,-79.11537326,2020-06-01,0:01:00,20.949,2,407.0,6,Summer,False,Low
agcl,Pennsylvania_Department_of_Environmental_Protection,northeast,40.48477,-78.27506,2021-11-08,15:35:00,64.667,2,0.0,11,Autumn,True,Moderate
agcm,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.02,-76.31,2017-07-19,0:01:00,533.858,3,0.0,7,Summer,True,Moderate
agdh,California_Environmental_Data_Exchange_Network,west,37.6667,-120.898,2018-11-07,16:50:00,6037.316,4,786.0,11,Autumn,False,High
agdv,California_Environmental_Data_Exchange_Network,west,35.1117,-118.615,2015-09-15,16:00:00,2182.0,4,46.0,9,Autumn,True,High
agem,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.63911932,-79.28779868,2014-11-25,0:01:00,73.126,2,541.0,11,Autumn,False,Moderate
aggt,EPA_Central_Data_Exchange,northeast,42.416667,-79.8,2016-08-12,0:01:00,15.79007713,1,0.0,8,Summer,True,Low
aggu,EPA_Central_Data_Exchange,northeast,43.516667,-79.08,2016-04-08,0:01:00,0.108307139,1,0.0,4,Spring,True,Low
aggy,Indiana_State_Department_of_Health,midwest,41.33056393,-85.38360833,2021-08-17,19:00:00,121.344,3,0.0,8,Summer,True,Moderate
aghh,EPA_Central_Data_Exchange,midwest,41.95,-82.686667,2016-04-04,0:01:00,8.292752191,1,0.0,4,Spring,True,Low
aghm,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.6677301,-79.23465724,2016-09-20,0:01:00,5.474,1,250.0,9,Autumn,False,Low
agim,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.742,-79.20355319,2015-05-20,0:01:00,0.264,1,390.0,5,Spring,False,Low
agis,EPA_National_Aquatic_Research_Survey,midwest,47.47517,-88.00176,2017-07-18,0:01:00,198.319,3,0.0,7,Summer,True,Moderate
agix,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68225,-79.07802,2014-10-08,0:01:00,487.965,3,0.0,10,Autumn,True,Moderate
agjr,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.6992685,-79.17607808,2014-04-14,0:01:00,9.604,1,286.0,4,Spring,False,Low
agku,EPA_Central_Data_Exchange,midwest,47.370167,-90.851833,2016-04-18,0:01:00,0.560454116,1,0.0,4,Spring,True,Low
aglm,California_Environmental_Data_Exchange_Network,west,38.785,-121.653,2014-08-19,19:25:00,5935.0,4,66.0,8,Summer,True,High
agmv,New_Mexico_Environment_Department,west,36.1856,-104.8038,2016-05-03,0:01:00,3.315384043,1,0.0,5,Spring,True,Low
agpk,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.72295557,-79.13208192,2018-08-27,0:01:00,0.484,1,920.0,8,Summer,False,Low
agqj,EPA_Central_Data_Exchange,midwest,42.733333,-87.416667,2019-04-03,0:01:00,0.636345159,1,0.0,4,Spring,True,Low
agqw,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.045,-79.09164499,2013-06-27,0:01:00,6.406,1,538.0,6,Summer,False,Low
agrt,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.11,-78.90602465,2018-08-27,0:01:00,3.256,1,707.0,8,Summer,False,Low
agsx,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.03,-78.72,2019-03-20,0:01:00,8.751,1,0.0,3,Spring,True,Low
agto,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.61133,-78.97810759,2016-07-22,0:01:00,1.452,1,491.0,7,Summer,False,Low
agtu,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68836,-78.6997183,2016-08-31,0:01:00,119.232,3,0.0,8,Summer,True,Moderate
aguh,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.51613412,-95.70697032,2016-07-18,0:01:00,714.42,3,0.0,7,Summer,True,Moderate
agvj,Indiana_State_Department_of_Health,midwest,41.702596,-85.022696,2020-07-06,14:00:00,142.582,3,28.0,7,Summer,True,Moderate
agwh,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.65913356,-79.25062439,2021-05-24,0:01:00,0.871,1,591.0,5,Spring,False,Low
agwi,EPA_National_Aquatic_Research_Survey,south,34.53937,-92.27375,2017-06-07,0:01:00,139.6378,3,38.0,6,Summer,True,Moderate
agxc,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.98,-78.8326989,2021-04-20,0:01:00,8.84,1,611.0,4,Spring,False,Low
agxe,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.028,-78.716,2013-02-27,0:01:00,22.301,2,0.0,2,Winter,True,Low
agxq,US_Army_Corps_of_Engineers,midwest,40.954436,-81.12694,2020-10-07,15:30:00,0.237368421,1,191.0,10,Autumn,False,Low
ahcm,US_Army_Corps_of_Engineers,northeast,42.027378,-78.967089,2019-10-25,14:04:00,96.555,2,0.0,10,Autumn,True,Moderate
ahdy,California_Environmental_Data_Exchange_Network,west,33.4742,-117.138,2016-05-18,17:43:00,1922.25,4,334.0,5,Spring,False,Moderate
ahek,Connecticut_State_Department_of_Public_Health,northeast,41.493,-71.979,2019-08-01,19:00:00,86.346,2,0.0,8,Summer,True,Moderate
aheu,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.71499778,-79.14686265,2016-07-27,0:01:00,10.435,1,539.0,7,Summer,False,Low
ahez,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.86700851,-78.8138082,2016-06-07,0:01:00,18.958,1,358.0,6,Summer,False,Low
ahfv,Delaware_National_Resources_and_the_University_of_Delaware's_Citizen_Monitoring_Program,south,38.76050002,-75.20283333,2020-11-11,16:40:00,11.25,1,62.0,11,Autumn,True,Low
ahgg,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.48,-76.82,2018-05-03,0:01:00,7.552,1,0.0,5,Spring,True,Low
ahgi,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.99841,-95.747367,2018-07-02,0:01:00,526.05,3,9.0,7,Summer,True,Moderate
ahgo,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.35,-79.11384081,2019-11-20,0:01:00,14.523,1,1114.0,11,Autumn,False,Low
ahgu,Connecticut_State_Department_of_Public_Health,northeast,41.707665,-73.382964,2017-08-17,14:45:00,56.862,2,0.0,8,Summer,True,Moderate
ahhm,US_Army_Corps_of_Engineers,south,39.264159,-79.951664,2017-07-25,16:00:00,0.15839719,1,0.0,7,Summer,True,Low
ahhw,California_Environmental_Data_Exchange_Network,west,37.2583,-120.475,2017-08-15,18:30:00,5757.257,4,993.0,8,Summer,False,High
ahjj,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.88377911,-78.9480316,2017-05-17,0:01:00,3.485,1,291.0,5,Spring,False,Low
ahkg,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.8968229,-79.05242758,2015-10-12,0:01:00,67.773,2,1912.0,10,Autumn,False,Moderate
ahnr,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.6630193,-79.24340704,2019-05-16,0:01:00,8.64,1,227.0,5,Spring,False,Low
ahpj,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.90567405,-79.12326771,2019-11-14,0:01:00,58.091,2,144.0,11,Autumn,False,Moderate
ahpn,California_Environmental_Data_Exchange_Network,west,37.8817,-121.249,2018-07-17,16:40:00,5174.3435,4,788.0,7,Summer,False,High
ahrn,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68332631,-79.20568898,2015-10-12,0:01:00,11.171,1,1123.0,10,Autumn,False,Low
ahse,EPA_Central_Data_Exchange,midwest,43.056389,-86.646389,2014-04-18,0:01:00,0.419322575,1,0.0,4,Spring,True,Low
ahsh,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.63108168,-79.30272772,2015-07-07,0:01:00,59.872,2,1055.0,7,Summer,False,Moderate
ahsi,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.21155,-97.00559,2016-08-01,0:01:00,1400.175,4,26.0,8,Summer,True,Moderate
ahsm,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.17911,-79.05363033,2013-05-30,0:01:00,21.114,2,263.0,5,Spring,False,Low
ahst,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.48,-76.82,2018-11-29,0:01:00,214.453,3,0.0,11,Autumn,True,Moderate
ahta,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.17,-79.05595372,2020-08-25,0:01:00,11.672,1,538.0,8,Summer,False,Low
ahtt,California_Environmental_Data_Exchange_Network,west,39.1853,-121.704,2014-07-16,17:25:00,7344.0,4,1556.0,7,Summer,False,High
ahuv,Indiana_State_Department_of_Health,midwest,40.72010333,-85.1058325,2021-06-21,23:30:00,1.104,1,0.0,6,Summer,True,Low
ahvc,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.62908558,-79.30643526,2015-01-27,0:01:00,1.78,1,739.0,1,Winter,False,Low
ahvi,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.6809576,-79.2100886,2017-02-14,0:01:00,0.581,1,1110.0,2,Winter,False,Low
ahwi,California_Environmental_Data_Exchange_Network,west,37.4125,-120.759,2013-04-02,23:10:00,1940.639,4,430.0,4,Spring,False,Moderate
ahwu,California_Environmental_Data_Exchange_Network,west,34.4168,-119.544,2021-01-28,17:30:00,6275.0,4,1297.0,1,Winter,False,High
ahwv,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.64607,-79.02657715,2016-07-13,0:01:00,34.855,2,821.0,7,Summer,False,Low
ahxa,US_Army_Corps_of_Engineers,northeast,41.497974,-80.458755,2016-08-24,18:25:00,22.04552573,2,228.0,8,Summer,False,Low
ahya,California_Environmental_Data_Exchange_Network,west,33.2549,-117.295,2013-02-09,20:54:00,3739.25,4,374.0,2,Winter,False,High
ahys,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.976,-78.72010038,2013-11-12,0:01:00,1.037,1,644.0,11,Autumn,False,Low
ahyx,New_Mexico_Environment_Department,west,36.0397,-106.8478,2014-09-22,0:01:00,4.815526362,1,0.0,9,Autumn,True,Low
aiap,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.67568789,-79.21987651,2020-01-09,0:01:00,29.225,2,412.0,1,Winter,False,Low
aiby,Indiana_State_Department_of_Health,midwest,38.78199034,-85.69828611,2021-08-24,17:00:00,688.974,3,0.0,8,Summer,True,Moderate
aicl,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.65120238,-79.26535569,2016-01-27,0:01:00,0.908,1,516.0,1,Winter,False,Low
aidb,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.64477,-80.254,2016-06-08,0:01:00,298.316,3,0.0,6,Summer,True,Moderate
aids,California_Environmental_Data_Exchange_Network,west,32.8397,-117.024,2014-05-08,13:38:00,3177.0,4,903.0,5,Spring,False,High
aidy,California_Environmental_Data_Exchange_Network,west,37.2953,-120.85,2017-08-08,17:50:00,5042.5,4,9.0,8,Summer,True,High
aiga,EPA_Central_Data_Exchange,midwest,45.136667,-82.983333,2016-03-29,0:01:00,0.177033734,1,0.0,3,Spring,True,Low
aigc,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68327308,-79.20578785,2015-11-12,0:01:00,5.809,1,1132.0,11,Autumn,False,Low
aihm,California_Environmental_Data_Exchange_Network,west,36.9767,-121.51,2018-04-23,18:40:00,6190.0,4,726.0,4,Spring,False,High
aihx,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.86958621,-78.83443883,2017-09-20,0:01:00,14.523,1,196.0,9,Autumn,False,Low
aiii,Pennsylvania_Department_of_Environmental_Protection,northeast,40.32301,-79.47356,2021-08-25,13:45:00,156.0,3,0.0,8,Summer,True,Moderate
aiiw,Delaware_National_Resources_and_the_University_of_Delaware's_Citizen_Monitoring_Program,south,38.70408332,-75.07568333,2019-07-24,13:44:00,53.79999924,2,0.0,7,Summer,True,Moderate
aiix,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.86477243,-78.79591174,2015-07-07,0:01:00,1.291,1,1194.0,7,Summer,False,Low
aijb,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.87853053,-78.90602465,2015-05-06,0:01:00,7.745,1,879.0,5,Spring,False,Low
aijp,EPA_Central_Data_Exchange,midwest,43.133333,-87.0,2017-03-27,0:01:00,0.272476143,1,0.0,3,Spring,True,Low
aika,California_Environmental_Data_Exchange_Network,west,37.6003,-121.224,2019-08-13,15:45:00,6277.5,4,1306.0,8,Summer,False,High
aimy,California_Environmental_Data_Exchange_Network,west,34.4384,-119.906,2020-04-22,18:15:00,5380.0,4,207.0,4,Spring,False,High
ainj,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.70876995,-79.15843018,2021-06-15,0:01:00,1.343,1,28.0,6,Summer,True,Low
aipr,US_Army_Corps_of_Engineers,northeast,41.309434,-80.461686,2015-08-05,15:10:00,195.3746094,3,0.0,8,Summer,True,Moderate
aipy,California_Environmental_Data_Exchange_Network,west,38.3068,-121.693,2019-12-04,19:45:00,5017.5,4,0.0,12,Winter,True,High
aiqi,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,34.941,-79.10232271,2016-08-16,0:01:00,116.182,3,524.0,8,Summer,False,Moderate
aiqq,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.85853004,-78.74595081,2018-08-09,0:01:00,37.759,2,874.0,8,Summer,False,Low
aisa,California_Environmental_Data_Exchange_Network,west,37.2583,-120.475,2016-04-12,22:00:00,6320.6315,4,993.0,4,Spring,False,High
aivu,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.31806,-96.99139,2017-08-28,0:01:00,287.28,3,0.0,8,Summer,True,Moderate
aiwo,California_Environmental_Data_Exchange_Network,west,33.0426,-117.076,2015-01-08,16:58:00,4107.5,4,195.0,1,Winter,False,High
aiwq,US_Army_Corps_of_Engineers,northeast,41.890646,-78.925275,2017-06-15,18:40:00,1.326470588,1,0.0,6,Summer,True,Low
aiwt,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.69921527,-79.17617695,2014-05-05,0:01:00,11.366,1,270.0,5,Spring,False,Low
aixa,California_Environmental_Data_Exchange_Network,west,37.7705,-121.292,2019-02-05,17:00:00,4337.423,4,138.0,2,Winter,False,High
aixq,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.12,-78.72706011,2019-08-12,0:01:00,4.575,1,1817.0,8,Summer,False,Low
aiyp,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.794,-79.004,2013-10-17,0:01:00,342.011,3,0.0,10,Autumn,True,Moderate
aize,California_Environmental_Data_Exchange_Network,west,38.259,-121.668,2019-02-05,21:20:00,1338.66,4,0.0,2,Winter,True,Moderate
ajbb,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.045,-79.09169443,2013-06-27,0:01:00,2.89,1,539.0,6,Summer,False,Low
ajea,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.88259895,-78.93858625,2016-10-18,0:01:00,30.498,2,505.0,10,Autumn,False,Low
ajev,EPA_Central_Data_Exchange,midwest,48.2295,-88.5455,2016-08-25,0:01:00,14.46323678,1,0.0,8,Summer,True,Low
ajfd,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.87176018,-78.85183816,2019-01-15,0:01:00,0.218,1,176.0,1,Winter,False,Low
ajfp,EPA_Central_Data_Exchange,northeast,43.88,-76.9994,2018-08-15,0:01:00,7.473192593,1,0.0,8,Summer,True,Low
ajft,California_Environmental_Data_Exchange_Network,west,34.4384,-119.906,2018-01-11,18:15:00,5257.5,4,207.0,1,Winter,False,High
ajfv,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.28046862,-94.7337782,2018-09-17,0:01:00,1042.65,4,0.0,9,Autumn,True,Moderate
ajfx,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.86017604,-78.75912459,2013-06-27,0:01:00,10.775,1,469.0,6,Summer,False,Low
ajgg,EPA_National_Aquatic_Research_Survey,west,34.40442,-111.0025,2017-09-26,0:01:00,36.885,2,0.0,9,Autumn,True,Low
ajim,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.67,-79.04888467,2020-05-14,0:01:00,76.087,2,234.0,5,Spring,False,Moderate
ajjj,California_Environmental_Data_Exchange_Network,west,37.2141,-120.561,2014-04-08,18:00:00,5509.763,4,1476.0,4,Spring,False,High
ajkf,Pennsylvania_Department_of_Environmental_Protection,northeast,39.88423,-76.37506,2017-08-30,15:18:00,0.667,1,0.0,8,Summer,True,Low
